0.452725 -9.583588 -1.278566 -8.251015 -32.364673 -28.314563 30.164978 -27.065695 -15.141245 -2.648072 -15.039356 -5.985848 
0.446133 -9.488355 -1.131949 -5.739357 -32.114773 -27.982863 30.599553 -26.675453 -14.987978 -2.915772 -15.157923 -6.069006 
0.416158 -9.135458 -1.020472 -3.935206 -31.409781 -27.754005 31.233503 -26.953145 -14.120036 -3.472239 -14.087814 -6.727256 
0.156558 -6.532364 -0.855815 -2.806921 -28.351764 -27.478172 26.454320 -31.563636 -7.944103 -5.695181 -5.198231 -10.553006 
-0.525725 -2.798477 -0.402598 -2.297742 -21.974364 -25.555872 16.067445 -32.000578 7.472980 -9.188514 10.458761 -14.987598 
-0.727608 -3.167511 -0.931738 -1.705858 -3.398714 -21.755505 -2.924405 -30.644928 9.549672 -9.851672 13.198486 -16.515739 
0.836375 -6.713137 -1.473550 -1.178472 15.983469 -13.551647 -19.339305 -25.894895 -5.740286 10.966770 -2.573373 8.692276 
2.256625 -8.444048 -1.256945 -0.452159 29.278369 -7.785472 -32.041255 -15.431370 -15.633095 18.842809 -15.818548 22.138186 
2.156317 -5.945553 -0.866716 -0.214768 35.765441 -4.533138 -39.335777 -2.221495 -17.305778 17.362639 -16.155898 19.737696 
0.409533 -2.456401 -1.094700 -0.918206 33.524002 9.283978 -34.681884 14.604039 -9.222603 11.549565 -4.695306 8.223031 
-1.253250 2.497712 -0.686843 -1.230942 32.012802 28.042162 -35.344409 31.250672 9.090947 -7.864256 9.697877 -13.936289 
-0.568792 -0.694426 -1.109570 -1.275725 30.529061 19.369962 -38.669809 16.091489 2.713872 -0.863817 1.699411 -5.474656 
1.321575 -4.806499 -1.488830 -1.589357 20.847061 2.513178 -30.638663 -0.619078 -11.565478 13.924219 -10.062656 18.984452 
1.821783 -3.892144 -1.161474 -2.364844 14.394586 -13.013297 -13.945888 -9.956645 -8.033961 15.126332 -7.459714 14.230100 
0.652033 -2.621757 -1.118233 -2.475124 -4.434789 -16.162047 8.402170 -13.345120 0.952072 8.231857 2.473194 4.643687 
-0.766767 -0.787604 -1.128400 -2.680225 -23.309089 -23.345622 24.143528 -23.008436 13.373839 -9.508881 15.507161 -14.896123 
0.035942 -2.231736 -0.859805 -2.411781 -13.807664 -23.992113 14.601770 -20.587486 5.614464 2.227095 8.218269 -2.483921 
1.738833 -5.196866 -1.200977 -2.002288 7.915302 -16.864647 -7.507122 -13.310345 -8.390503 16.420822 -7.732039 17.695128 
2.112150 -4.256493 -1.335134 -1.658175 26.375052 -7.504122 -29.746772 -6.463820 -12.218736 13.544926 -11.196173 15.100382 
0.711592 -2.332655 -1.543088 -1.384472 30.044436 4.026753 -39.889971 7.053772 -9.992653 12.260507 -6.273339 10.831642 
-1.171867 1.463308 -1.284954 -1.665647 27.374819 25.578803 -37.524365 32.294139 4.466147 -13.470006 6.857486 -14.067273 
-0.846192 0.043376 -1.595919 -1.249841 34.716382 28.323112 -37.290947 34.470339 1.288814 -10.118006 2.141802 -10.543298 
1.167025 -3.602171 -1.256580 -1.406577 27.334511 6.869670 -35.370755 10.830889 -13.631420 17.691345 -10.737006 20.125085 
2.186842 -4.804522 -0.642155 -1.790147 17.942511 -13.969497 -22.294030 -1.997778 -15.024295 17.882242 -12.538223 19.684042 
1.418058 -3.855585 -0.732123 -2.026634 6.286519 -16.212955 -2.447472 -7.528378 -7.048145 20.297487 -4.079348 13.672833 
-0.404700 -1.410602 -0.999571 -2.213914 -16.149014 -15.886797 18.102945 -14.977845 9.093922 -4.371339 15.292336 -8.268289 
-0.910650 -1.221854 -0.594735 -2.055664 -28.259564 -24.772138 24.035028 -23.234561 13.981030 -10.135414 19.595127 -14.224306 
