-0.704149 -5.168551 -0.552585 -0.614324 -40.278985 -18.859024 35.614831 -15.972496 16.273538 -13.216998 17.204378 -15.331177 
-1.141774 -4.148906 -0.821548 0.370435 -26.943127 -19.026724 19.081997 -16.186163 23.273538 -15.850140 22.963745 -18.848261 
-0.054424 -6.053703 -0.951119 0.969703 -3.487668 -8.962008 -2.162069 -5.081096 13.014813 -2.340413 12.251878 -4.286177 
1.481868 -7.869353 -0.881059 1.533874 16.648573 1.902034 -21.881261 6.074996 2.440288 16.433233 -1.529939 20.124607 
1.638284 -6.773077 -0.729077 2.431316 32.639344 9.782167 -38.858828 14.128012 -2.952462 12.707809 -5.052697 17.448040 
0.077734 -3.147314 -0.875419 2.750278 39.074110 17.587384 -42.102088 23.032079 3.303438 5.714551 2.275578 7.738645 
-1.633191 3.302337 -0.880072 2.884441 34.403563 33.727434 -37.841434 41.212012 25.333622 -6.975332 20.946336 -13.466111 
-1.731532 2.928204 -0.936222 2.246266 36.466566 32.716317 -45.825739 38.858029 25.870597 -6.369357 21.293628 -14.548886 
0.071976 -1.866167 -0.729358 1.522814 39.592923 23.033584 -47.001656 26.557796 8.205555 10.632831 5.852986 9.898756 
1.694201 -5.121758 -0.591609 1.906974 30.571223 7.573059 -35.537659 9.749862 0.735330 17.380504 -0.591014 21.353326 
1.599168 -5.426038 -0.306422 2.122489 14.440365 -4.525208 -15.554419 -9.134879 5.736905 19.808688 6.578186 16.644027 
0.030776 -5.079254 -0.444582 2.424164 -9.220352 -7.541499 9.343039 -12.729563 15.072247 3.629780 14.687378 -0.117016 
-1.203266 -2.668028 -0.221054 1.393588 -27.816643 -13.130724 28.102414 -16.066321 29.365722 -6.992015 27.715320 -14.969152 
-0.275599 -4.292682 -0.159143 2.022369 -14.090143 -12.347891 16.646756 -9.841738 19.656163 5.919211 17.859278 -3.503885 
1.475143 -7.186483 -0.582821 2.848682 9.406723 -6.922774 -8.555928 -3.211321 4.438822 22.061752 1.899086 19.859605 
1.933626 -7.386796 -0.561496 2.897258 29.928876 -1.080574 -31.583907 2.037671 -0.278845 17.425630 -2.193447 15.171956 
0.623801 -5.820223 -0.825986 2.574224 36.866610 6.331834 -42.102881 8.864371 1.241063 16.368370 3.372045 15.137220 
-1.490132 0.178802 -0.945157 2.139672 33.043596 26.821101 -37.275208 30.527904 19.530938 -4.371615 20.113161 -7.243415 
-2.148499 2.989921 -1.123455 0.894591 33.465528 41.374134 -39.355909 46.399171 27.146488 -9.603465 26.355945 -13.702686 
-0.762107 -1.384973 -0.846264 0.406452 35.945807 26.410167 -49.243833 26.532754 9.767847 3.645126 10.188353 -1.294298 
1.363959 -5.603169 -0.721111 0.481663 40.287001 14.918142 -47.403411 11.663587 -7.992128 20.799664 -6.005272 22.131836 
